Character ID,Character Name,Character Type,Parent ID,State ID,State Name,State Description
34,Leaflet number (pairs),grouping,,,,
35,Leaflet length,grouping,,,,
36,Leaflet width,grouping,,,,
37,Leaflet shape,discrete,,69,Leaflet linear,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/21953?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#leaflet-linear","type":2}]
37,Leaflet shape,discrete,,70,Leaflet narrowly oblong,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/126738?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#leaflet-narrowly-oblong","type":2}]
37,Leaflet shape,discrete,,71,Leaflet oblong,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#leaflet-oblong","type":2}]
37,Leaflet shape,discrete,,72,Leaflet elliptic,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#leaflet-elliptic","type":2}]
37,Leaflet shape,discrete,,73,Leaflet ovate to lanceolate,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/36205?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#leaflet-ovate-to-lanceolate","type":2}]
37,Leaflet shape,discrete,,74,Leaflet obovate to oblanceolate,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/55550?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#leaflet-obovate-to-oblanceolate","type":2}]
38,Leaflet cross-section,discrete,,75,Flat or almost so,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/21930?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#flat-or-almost-so","type":2}]
38,Leaflet cross-section,discrete,,76,Incurved,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/36205?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#incurved","type":2}]
39,Leaflet colour (upper surface),discrete,,77,Leaflet green,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/17762?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#leaflet-green","type":2}]
39,Leaflet colour (upper surface),discrete,,78,Leaflet grey green to sub-glaucous,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/42559?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#leaflet-grey-green-to-sub-glaucous","type":2}]
39,Leaflet colour (upper surface),discrete,,79,Leaflet glaucous,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/126738?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#leaflet-glaucous","type":2}]
40,Leaflet colour (lower surface),discrete,,80,Same as upper surface,
40,Leaflet colour (lower surface),discrete,,81,Slightly paler than upper surface,
40,Leaflet colour (lower surface),discrete,,82,Much paler than upper surface,
41,Leaflet hairs (presence),discrete,,83,Leaflet hairs present,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/36205?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#leaflet-hairs-present","type":2}]
41,Leaflet hairs (presence),discrete,,84,Leaflet hairs absent,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/17762?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#leaflet-hairs-absent","type":2}]
42,Leaflet hairs (position),discrete,,85,On both surfaces,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#on-both-surfaces","type":2}]
42,Leaflet hairs (position),discrete,,86,On upper surface,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#on-upper-surface","type":2}]
42,Leaflet hairs (position),discrete,,87,On lower surface,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#on-lower-surface","type":2}]
42,Leaflet hairs (position),discrete,,88,On margins,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#on-margins","type":2}]
42,Leaflet hairs (position),discrete,,89,Tuft of hairs at the apex,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#tuft-of-hairs-at-the-apex","type":2}]
43,Inflorescence arrangement,discrete,,90,Simple,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/124430?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#simple","type":2}]
43,Inflorescence arrangement,discrete,,91,Racemose,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/21934?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#racemose","type":2}]
43,Inflorescence arrangement,discrete,,92,Paniculate,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/133270?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#paniculate","type":2}]
44,Inflorescence shape,discrete,,93,Globular,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/124430?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#globular","type":2}]
44,Inflorescence shape,discrete,,94,Obloid to ellipsoid,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/19998?maxsize=1024","type":2},{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#obloid-to-ellipsoid","type":2}]
44,Inflorescence shape,discrete,,95,Cylindrical,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/28800?maxsize=1024","type":2},{"caption":"Inflorescence","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#cylindrical","type":2}]
45,Inflorescence colour,discrete,,96,White to cream,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/28752?maxsize=1024","type":2}]
45,Inflorescence colour,discrete,,97,Pale yellow,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/124430?maxsize=1024","type":2}]
45,Inflorescence colour,discrete,,98,Lemon yellow to golden,[{"caption":"Image","path":"https://data.rbg.vic.gov.au/cip/preview/image/public/28862?maxsize=1024","type":2}]
46,Inflorescence flower number (per head),grouping,,,,
47,Raceme length,grouping,,,,
48,Raceme basal bracts (or bract scars),discrete,,99,Raceme bracts present,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#raceme-bracts-present","type":2}]
48,Raceme basal bracts (or bract scars),discrete,,100,Raceme bracts absent,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/acacia#raceme-bracts-absent","type":2}]
49,Peduncle length,grouping,,,,
