Character ID,Character Name,Character Type,Parent ID,State ID,State Name,State Description
1,Thallus,grouping,,,,
2,Rhizoids,grouping,,,,
3,Cell,grouping,,,,
4,Reproduction,grouping,,,,
5,Seta,grouping,,,,
6,Capsule,grouping,,,,
7,Spore,grouping,,,,
8,Elaters,grouping,,,,
9,Substrate,discrete,,1,Freshwater mud/damp soil,[{"path":"https://vicflora.rbg.vic.gov.au/pages/thallose-liverworts-and-hornworts#freshwater-mud-soil","type":2}]
9,Substrate,discrete,,2,Saline to subsaline mud/soil,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/thallose-liverworts-and-hornworts#saline-to-subsaline-mud-soil","type":2}]
9,Substrate,discrete,,3,Rocks,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/thallose-liverworts-and-hornworts#rocks","type":2}]
9,Substrate,discrete,,4,Trees, shrubs and logs,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/thallose-liverworts-and-hornworts#trees-shrubs-and-logs","type":2}]
9,Substrate,discrete,,5,Free-floating or submerged,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/thallose-liverworts-and-hornworts#free-floating-or-submerged","type":2},{"caption":"Image","path":"https://vicflora-cdn.rbg.vic.gov.au/assets/canto/highestres/4qe6csugk95a19u2j4gto0o448-20241231001934120.jpg","type":2}]
10,Habitat,discrete,,6,Dry (grassland, mallee, heathland, salt pan or dry sclerophyll forest),[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/thallose-liverworts-and-hornworts#dry-grassland-mallee-heathland-salt-pan-or-dry-sclerophyll-forest","type":2}]
10,Habitat,discrete,,7,Wet (riparian forest, wet sclerophyll forest or rainforest),[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/thallose-liverworts-and-hornworts#wet-riparian-forest-wet-sclerophyll-forest-or-rainforest","type":2}]
11,Width,discrete,1,8,0 to 1.5 mm,
11,Width,discrete,1,9,1.5 to 3 mm,
11,Width,discrete,1,10,3.0 to 4.0 mm,
11,Width,discrete,1,11,4.0 to 6.0 mm,
11,Width,discrete,1,12,Greater than 6 mm,
12,Hair presence,discrete,1,13,Hairs present, longer than 0.5 mm,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/thallose-liverworts-and-hornworts#hairs-present-longer-than-0.5-mm","type":2}]
12,Hair presence,discrete,1,14,Hairs present, shorter than 0.5 mm,[{"caption":"Information","path":"https://vicflora.rbg.vic.gov.au/pages/thallose-liverworts-and-hornworts#hairs-present-shorter-than-0.5-mm","type":2},{"caption":"Image","path":"https://vicflora-cdn.rbg.vic.gov.au/assets/canto/highestres/9uak939uv15tb55dtu3bgjgq6c-20241231001946050.jpg","type":2}]
